Name,City,State
"Alliance College of Engineering and Design, Bangalore",Bangalore,Karnataka
UIET Kanpur - University Institute of Engineering and Technology CSJMU,Kanpur,Uttar Pradesh
IIFPT Thanjavur - Indian Institute of Crop Processing Technology,Thanjavur,Tamil Nadu
"Government Model Engineering College, Thrikkakara",Ernakulam,Kerala
"Amal Jyothi College of Engineering, Kottayam",Koovappally,Kerala
KJSIEIT Mumbai - KJ Somaiya Institute of Engineering and Information Technology,Mumbai,Maharashtra
IGIT Sarang - Indira Gandhi Institute of Technology,Khalapal,Odisha
"SRM Institute of Science and Technology, NCR Campus, Ghaziabad",Sadabad Jakhaiva,Uttar Pradesh
"Thadomal Shahani Engineering College, Mumbai",Mumbai,Maharashtra
SOE CUSAT - School of Engineering Cochin University of Science and Technology,Kochi,Kerala
MIT ADT University - MIT Art Design and Technology University,Pune,Maharashtra
"CMR Engineering College, Hyderabad",Hyderabad,Telangana
BPSMV Sonipat - Bhagat Phool Singh Mahila Vishwavidyalaya,Khanpur Kalan,Haryana
"Dr Ambedkar Institute of Technology for Handicapped, Kanpur",Kanpur,Uttar Pradesh
"MES College of Engineering, Malappuram",Malappuram,Kerala
SRKR Engineering College - Sagi Ramakrishnam Raju Engineering College,Bhimavaram,Andhra Pradesh
"CT University, Ludhiana",Ludhiana,Punjab
"Sri Krishna College of Technology, Coimbatore",Coimbatore,Tamil Nadu
"KIT's College of Engineering, Kolhapur",Gokul Shirgaon,Maharashtra
"Cambridge Institute of Technology, Bangalore",Bangalore,Karnataka
IIT Tirupati - Indian Institute of Technology,Tirupati,Andhra Pradesh
CMRCET Hyderabad - CMR College of Engineering and Technology,Hyderabad,Telangana
"JNTUK University College of Engineering, Vizianagaram",Vizianagaram,Andhra Pradesh
ABV IIITM Gwalior - Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh
"Sri Eshwar College of Engineering, Coimbatore",Coimbatore,Tamil Nadu
"DE Society's Technical Institute, Pune",Pune,Maharashtra
"Medi-Caps University, Indore",Indore,Madhya Pradesh
"NIIT University, Neemrana",Neemrana,Rajasthan
"Mahindra Ecole Centrale, Hyderabad",Hyderabad,Telangana
"Saintgits College of Engineering, Kottayam",Pathamuttam,Kerala
KIET Ghaziabad - KIET Group of Institutions,Ghaziabad,Uttar Pradesh
"RC Technical Institute, Ahmedabad",Ahmedabad,Gujarat
"University College of Technology, Osmania University, Hyderabad",Hyderabad,Telangana
"Ajeenkya DY Patil University, Pune",Pune,Maharashtra
"Government College of Engineering, Nagpur",Khapri,Maharashtra
BIET Jhansi - Bundelkhand Institute of Engineering and Technology,Jhansi,Uttar Pradesh
"Punjabi University, Patiala",Patiala,Punjab
WIT Solapur - Walchand Institute of Technology,Solapur,Maharashtra
"Assam Engineering College, Guwahati",Guwahati,Assam
"JNTUA College of Engineering, Kalikiri",Kalikiri,Andhra Pradesh
"Sheth MC College of Dairy Science, Anand",Anand,Gujarat
"Tamilnadu Government Polytechnic College, Madurai",Madurai,Tamil Nadu
PESCE Mandya - PES College of Engineering,Mandya,Karnataka
"ITM University, Gwalior",Gwalior,Madhya Pradesh
VIIT Visakhapatnam - Vignan's Institute of Information Technology,Visakhapatnam,Andhra Pradesh
"Institute of Engineering and Science, IPS Academy, Indore",Indore,Madhya Pradesh
"Karnataka Government Polytechnic, Mangalore",Mangaluru,Karnataka
"Government Polytechnic for Women, Faridabad",Faridabad,Haryana
CCSHAU Hisar - Chaudhary Charan Singh Haryana Agricultural University,Hisar,Haryana
BIT Patna - Birla Institute of Technology,Patna,Bihar
"Gautam Buddha University, Greater Noida",Greater Noida,Uttar Pradesh
"Amity University, Lucknow Campus",Lucknow,Uttar Pradesh
FCRIT Navi Mumbai - Fr C Rodrigues Institute of Technology,Navi Mumbai,Maharashtra
"Marri Laxman Reddy Institute of Technology and Management, Hyderabad",Hyderabad,Telangana
Madras University - University of Madras,Chennai,Tamil Nadu
ADIT Anand - AD Patel Institute of Technology,Vitthal Udyognagar INA,Gujarat
"Bapatla Engineering College, Bapatla",Guntur,Andhra Pradesh
"Karpagam Academy of Higher Education, Coimbatore",Coimbatore,Tamil Nadu
PSGITECH Coimbatore - PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu
"Priyadarshini College of Engineering, Nagpur",Nagpur,Maharashtra
GCE Salem - Government College of Engineering,Salem,Tamil Nadu
"Bundelkhand University, Jhansi",Jhansi,Uttar Pradesh
DCRUST Murthal - Deen Bandhu Chhotu Ram University of Science and Technology,Sonepat,Haryana
UIT RGPV Bhopal - University Institute of Technology Rajiv Gandhi Proudyogiki Vishwavidyalaya,Bhopal,Madhya Pradesh
"Techno India Polytechnic, Salt Lake",Kolkata,West Bengal
"Sai Nath University, Ranchi",Ranchi,Jharkhand
MCET Pollachi - Dr Mahalingam College of Engineering and Technology,Coimbatore,Tamil Nadu
KPRIET Coimbatore - KPR Institute of Engineering and Technology,Coimbatore,Tamil Nadu
"Sanjivani College of Engineering, Kopargaon",Kopargaon,Maharashtra
NERIST Nirjuli - North Eastern Regional Institute of Science and Technology,Itanagar,Arunachal Pradesh
"Government Polytechnic, Kolhapur",Kolhapur,Maharashtra
IIITDM Jabalpur - PDPM Indian Institute of Information Technology Design and Manufacturing,Jabalpur,Madhya Pradesh
VVIT Guntur - Vasireddy Venkatadri Institute of Technology,Guntur,Andhra Pradesh
"Siksha 'O' Anusandhan, Bhubaneswar",Bhubaneshwar,Odisha
"JECRC University, Jaipur",Jaipur,Rajasthan
"Shantilal Shah Engineering College, Bhavnagar",Bhavnagar,Gujarat
GNDU Amritsar - Guru Nanak Dev University,Amritsar,Punjab
"Utkal University, Bhubaneswar",Bhubaneshwar,Odisha
"Integrated Institute of Technology, Dwarka",New Delhi,Delhi
IFHE Hyderabad - ICFAI Foundation for Higher Education,Hyderabad,Telangana
JUIT Solan - Jaypee University of Information Technology,Solan,Himachal Pradesh
"Kalinga University, Raipur",Naya Raipur,Chhattisgarh
"Don Bosco Institute of Technology, Mumbai",Mumbai,Maharashtra
"Murugappa Polytechnic College, Chennai",Chennai,Tamil Nadu
"Guru Nanak Dev Polytechnic College, Ludhiana",Ludhiana,Punjab
"Faculty of Engineering, Chandigarh Group of Colleges, Jhanjeri",Jhanjheri,Punjab
"KSR College of Engineering, Tiruchengode",Tiruchengode,Tamil Nadu
JNTUACEP Pulivendula - JNTUA College of Engineering,Pulivendula,Andhra Pradesh
IIT Indore - Indian Institute of Technology,Simrol,Madhya Pradesh
"New Government Polytechnic, Patna",Patna,Bihar
"University Polytechnic, BIT Mesra, Ranchi",Mesra,Jharkhand
"GB Pant Government Engineering College, Delhi",New Delhi,Delhi
"Ujjain Engineering College, Ujjain",Ujjain,Madhya Pradesh
DJSCE Mumbai - Dwarkadas J Sanghvi College of Engineering,Mumbai,Maharashtra
"LS Raheja School of Architecture, Mumbai",Mumbai,Maharashtra
"Shri Vaishnav Polytechnic College, Indore",Indore,Madhya Pradesh
IIIT Pune - Indian Institute of Information Technology,Pune,Maharashtra
NIFTEM Sonepat - National Institute of Food Technology Entrepreneurship and Management,Sonepat,Haryana
"Lords Institute of Engineering and Technology, Hyderabad",Hyderabad,Telangana
SSGMCE Shegaon - Shri Sant Gajanan Maharaj College of Engineering,Shegaon,Maharashtra
"Maharana Pratap Polytechnic, Gorakhpur",Gorakhpur,Uttar Pradesh
"Anjuman-I-Islam's Kalsekar Technical Campus, Navi Mumbai",Navi Mumbai,Maharashtra
NIT Agartala - National Institute of Technology,Agartala,Tripura
"Amity University, Kolkata",Kadampukur,West Bengal
"Government Polytechnic College, Kottayam",Nattakom,Kerala
"Government College of Engineering, Yavatmal",Yavatmal,Maharashtra
"PSNA College of Engineering and Technology, Dindigul",Dindigul,Tamil Nadu
"Dr Annasaheb Shinde College of Agricultural Engineering, Ahmednagar",Ahmednagar,Maharashtra
"Apex Institute of Technology, Chandigarh",Gharuan,Punjab
SJCIT Chickballapur - SJC Institute of Technology,Chikkaballapura,Karnataka
"BS Anangpuria Institute of Technology and Management, Faridabad",Alampur,Haryana
"Department of Pharmaceutical Engineering and Technology, Indian Institute of Technology Banaras Hindu University Varanasi",Varanasi,Uttar Pradesh
VCET Erode - Velalar College of Engineering and Technology,Erode,Tamil Nadu
"Rajarajeswari College of Engineering, Bangalore",Bangalore,Karnataka
"Amity School of Engineering and Technology, Noida",Noida,Uttar Pradesh
"Pondicherry University, Puducherry",Kalapet,Puducherry
"JSS Academy of Technical Education, Bangalore",Bangalore,Karnataka
DU Delhi - University of Delhi,New Delhi,Delhi
ANITS Visakhapatnam - Anil Neerukonda Institute of Technology and Sciences,Visakhapatnam,Andhra Pradesh
"Ghani Khan Choudhury Institute of Engineering And Technology, Malda",Malda,West Bengal
GCET Anand - GH Patel College of Engineering and Technology,Anand,Gujarat
"Lingaya's Vidyapeeth, Faridabad",Faridabad,Haryana
"Sri Venkateswara College of Engineering, Tirupati",Tirupati,Andhra Pradesh
NIT Srinagar - National Institute of Technology,Srinagar,Jammu and Kashmir
"NSS College of Engineering, Palakkad",Palakkad,Kerala
"Matrusri Engineering College, Hyderabad",Hyderabad,Telangana
"Government Engineering College, Bilaspur",Bilaspur,Chhattisgarh
BBDU Lucknow - Babu Banarasi Das University,Lucknow,Uttar Pradesh
"Great Lakes International University, Sri City",Sricity,Andhra Pradesh
MSIT Delhi - Maharaja Surajmal Institute of Technology,New Delhi,Delhi
NIT Kolkata - Narula Institute of Technology,Kolkata,West Bengal
PMEC Berhampur - Parala Maharaja Engineering College,Berhampur,Odisha
"Shree LR Tiwari College of Engineering, Thane",Thane,Maharashtra
"Government College of Engineering, Tirunelveli",Tirunelveli,Tamil Nadu
"Singhania University, Jhunjhunu",Rasoolpur,Rajasthan
"Himalayan University, Itanagar",Itanagar,Arunachal Pradesh
"St Joseph's Institute of Technology, Chennai",Chennai,Tamil Nadu
"Central Polytechnic College, Tharamani",Chennai,Tamil Nadu
"SCMS School of Engineering and Technology, Ernakulam",Ernakulam,Kerala
"SV Government Polytechnic, Tirupati",Tirupati,Andhra Pradesh
CSPIT Anand - Chandubhai S Patel Institute of Technology,Anand,Gujarat
"Sardar Vallabhbhai Patel Polytechnic, Mumbai",Mumbai,Maharashtra
"Gudlavalleru Engineering College, Gudlavalleru",Gudlavalleru,Andhra Pradesh
"Loyola-ICAM College of Engineering and Technology, Chennai",Chennai,Tamil Nadu
"Bapuji Institute of Engineering and Technology, Davangere",Davanagere,Karnataka
GKV Haridwar - Gurukula Kangri Vishwavidyalaya,Haridwar,Uttarakhand
"Tata Memorial Hospital, Mumbai",Mumbai,Maharashtra
"Imperial College of Engineering and Research, Pune",Pune,Maharashtra
NIT Silchar - National Institute of Technology,Silchar,Assam
"Centurion University of Technology and Management, Bhubaneswar",Khurda,Odisha
"Al Kabir Polytechnic, Jamshedpur",Jamshedpur,Jharkhand
"Kalasalingam Academy of Research and Education, Virudhunagar",Krishnan Kovil,Tamil Nadu
"Maharashtra Institute of Printing Technology, Pune",Pune,Maharashtra
"Government Polytechnic, Ahmednagar",Ahmednagar,Maharashtra
"Government Engineering College, Kozhikode",Kozhikode,Kerala
"Adhiyamaan College of Engineering, Hosur",Krishnagiri,Tamil Nadu
CIET Coimbatore - Coimbatore Institute of Engineering and Technology,Coimbatore,Tamil Nadu
"KCG College of Technology, Chennai",Chennai,Tamil Nadu
SVECW Bhimavaram - Shri Vishnu Engineering College for Women,West Godavari,Andhra Pradesh
GBPEC Pauri-Garhwal - Govind Ballabh Pant Institute of Engineering and Technology,Pawomalla,Uttarakhand
"Velammal Engineering College, Chennai",Chennai,Tamil Nadu
"Excel Engineering College, Namakkal",Pallakapalayam,Tamil Nadu
"CSIR Central Leather Research Institute, Chennai",Chennai,Tamil Nadu
"Islamic University of Science and Technology, Pulwama",Pulwama,Jammu and Kashmir
Central University Jammu - Central University of Jammu,Jammu,Jammu and Kashmir
"Techno International New Town, Kolkata",New Town,West Bengal
"St Francis Institute of Technology, Mumbai",Mumbai,Maharashtra
"Chandigarh College of Architecture, Chandigarh",New Chandigarh,Punjab
"Thapar Polytechnic College, Patiala",Patiala,Punjab
"Thanthai Periyar Government Institute of Technology, Vellore",Vellore,Tamil Nadu
"Malla Reddy Engineering College, Secunderabad",Secunderabad,Telangana
"Government Engineering College, Bikaner",Bikaner,Rajasthan
MITS Madanapalle - Madanapalle Institute of Technology and Science,Madanapalle,Andhra Pradesh
"University College of Science, Technology and Agriculture, Kolkata",Kolkata,West Bengal
"MH Saboo Siddik College of Engineering, Mumbai",Mumbai,Maharashtra
"Government Polytechnic, Amravati",Amravati,Maharashtra
IIT Palakkad - Indian Institute of Technology,Palakkad,Kerala
CTAE Udaipur - College of Technology and Engineering Maharana Pratap University of Agriculture and Technology,Udaipur,Rajasthan
"Cochin University College of Engineering, Kuttanad",Pullinkunnu,Kerala
"PE Society's Modern College of Engineering, Pune",Pune,Maharashtra
"Government College of Engineering, Jalgaon",Jalgaon,Maharashtra
"Lukhdhirji Engineering College, Morbi",Morbi,Gujarat
AUCEW Visakhapatnam - Andhra University College of Engineering for Women,Visakhapatnam,Andhra Pradesh
"National Engineering College, Kovilpatti",Thoothukudi,Tamil Nadu
"Annasaheb Dange College of Engineering and Technology, Sangli",Ashta,Maharashtra
IIIT Lucknow - Indian Institute of Information Technology,Allahabad,Uttar Pradesh
"University College of Engineering Bharathidasan Institute of Technology Campus Anna University, Tiruchirappalli",Tiruchirappalli,Tamil Nadu
"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala
"Bakhtiyarpur College of Engineering, Patna",Patna,Bihar
"Jaipur Engineering College and Research Centre, Jaipur",Jaipur,Rajasthan
"Premlila Vithaldas Polytechnic, Mumbai",Mumbai,Maharashtra
"Abhilashi University, Mandi",Chail-Chowk,Himachal Pradesh
"Swami Vivekanand University, Sagar",Sironja,Madhya Pradesh
"NIE Institute of Technology, Mysore",Anagahalli,Karnataka
"Indian Maritime University, Mumbai Port Campus",Mumbai,Maharashtra
"Jnan Chandra Ghosh Polytechnic, Kolkata",Kolkata,West Bengal
"Government Engineering College, Raipur",Sejbahar,Chhattisgarh
"Alagappa Chettiar College of Engineering and Technology, Karaikudi",Karaikudi,Tamil Nadu
"Indus Institute of Technology and Engineering, Ahmedabad",Ahmedabad,Gujarat
"Assam Down Town University, Guwahati",Panikhaiti Gaon,Assam
NIST Berhampur - National Institute of Science and Technology,Berhampur,Odisha
"Desh Bhagat University, Mandi Gobindgarh",Mandi Gobindgarh,Punjab
"Dr DY Patil Institute of Engineering and Technology, Ambi, Pune",Pune,Maharashtra
TNAU Coimbatore - Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu
GIET Rajahmundry - Godavari Institute of Engineering and Technology,Rajahmundry,Andhra Pradesh
"GITAM School of Technology, Bengaluru",Doddaballapura,Karnataka
"Pune Vidyarthi Griha's College of Engineering and Technology, Pune",Pune,Maharashtra
"Government Polytechnic, Jaunpur",Bans Gopalpur,Uttar Pradesh
"JK Institute of Applied Physics and Technology, Allahabad",Allahabad,Uttar Pradesh
SCTE Surat - Sarvajanik College of Engineering and Technology,Surat,Gujarat
GCE KANNUR - Government College of Engineering,Kannur,Kerala
"Sri Shakthi Institute of Engineering and Technology, Coimbatore",Coimbatore,Tamil Nadu
"Easwari Engineering College, Chennai",Chennai,Tamil Nadu
"Gujarat University, Ahmedabad",Ahmedabad,Gujarat
PJTSAU Hyderabad - Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana
"All India Shri Shivaji Memorial Society's Institute of Information Technology, Pune",Pune,Maharashtra
"OP Jindal University, Raigarh",Raigarh,Chhattisgarh
"HKBK College of Engineering, Bangalore",Bangalore,Karnataka
"Sona College of Technology, Salem",Salem,Tamil Nadu
"RC Patel Institute of Technology, Shirpur",Shirpur,Maharashtra
"International Institute for Aerospace Engineering and Management, Jain University, Bangalore",Bangalore,Karnataka
"BVV Sangha's Basaveshwar Engineering College, Bagalkot",Bagalkot,Karnataka
"Siddhartha Institute of Engineering and Technology, Puttur",Puttur,Andhra Pradesh
"SSM College of Engineering, Baramulla",Pattan,Jammu and Kashmir
"Vaugh Institute of Agricultural Engineering and Technology, Allahabad",Allahabad,Uttar Pradesh
"Pragati Engineering College, Surampalem",Surampalem,Andhra Pradesh
"BML Munjal University, Gurgaon",Gurgaon,Haryana
"Parul Institute of Engineering and Technology, Vadodara",Vadodara,Gujarat
"Indian Agricultural Research Institute, New Delhi",New Delhi,Delhi
"Rajarshi Shahu College of Engineering, Tathawade",Pimpri-Chinchwad,Maharashtra
"MH Saboo Siddik Polytechnic, Mumbai",Mumbai City,Maharashtra
"MEI Polytechnic, Bangalore",Bangalore,Karnataka
"Narsee Monjee Institute of Management Studies, Shirpur",Savalade,Maharashtra
